1108939,3899060,-30.31138348002092
1108939,3647358,-30.357826624811636
1108939,699259,-30.36721670286437
1108939,8661642,-30.44646491561418
1108939,4390191,-30.49936400059403
1108939,242056,-30.5110547008387
1108939,2068541,-30.580021940391678
1108939,631424,-30.58048328169972
1108939,6707713,-30.616517742042483
1108939,8596285,-30.628658308358133
1108939,5807716,-30.666905154426363
1108939,6681205,-30.69378633879519
1108939,3130232,-30.73389065449038
1108939,4049530,-30.734403299741118
1108939,7919347,-30.734557076235554
1108939,3150726,-30.762394760834578
1108939,6564869,-30.76262543641512
1108939,4172981,-30.85231448302358
1108939,3745976,-30.85231448302358
1108939,6179026,-30.867370777771406
1108939,2011059,-30.867524583173427
1108939,2251472,-30.867678380690485
1108939,753531,-30.985717728022024
1108939,3865302,-31.003428656886584
1108939,610121,-31.003454289477567
1108939,7844766,-31.003710603342597
1108939,7844765,-31.003736233524698
1108939,3009955,-31.003813122757222
1108939,917895,-31.00383875206348
1108939,2115313,-31.00383875206348
1108939,6204916,-31.021803428145766
1108939,8256786,-31.022367289745034
1108939,6969425,-31.11860830039419
1108939,371765,-31.118659571051992
1108939,8596284,-31.118967176599412
1108939,2875828,-31.11912096754629
1108939,4772094,-31.11919786006337
1108939,7777453,-31.139253223035354
1108939,1851519,-31.13933012803632
1108939,157178,-31.139355762598544
1108939,5836378,-31.13968899197605
1108939,8596286,-31.139945297081802
1108939,1406041,-31.20371483720045
1108939,1842680,-31.203945552203443
1108939,6164673,-31.203945552203443
1108939,5748454,-31.20399681979464
1108939,6758075,-31.20404808650973
1108939,414222,-31.20407371953874
1108939,3647366,-31.204099352348734
1108939,6290174,-31.204099352348734
1108939,2556061,-31.204278775886596
1108939,2556062,-31.204483818219373
1108939,4016944,-31.2727077086874
1108939,3899055,-31.272758980221447
1108939,1597334,-31.272758980221447
1108939,3529237,-31.272784615659873
1108939,3904622,-31.2729384236904
1108939,3899061,-31.27301532474865
1108939,5668417,-31.27332290927058
1108939,5101048,-31.2733741702917
1108939,8596282,-31.321318415586838
1108939,1889170,-31.32172858785983
1108939,834481,-31.32172858785983
1108939,3184954,-31.32185675519512
1108939,3124564,-31.32188238800512
1108939,3184955,-31.32193365296808
1108939,3607301,-31.321984917055026
1108939,6969422,-31.426935295487134
1108939,5553584,-31.426960930706507
1108939,6170678,-31.426960930706507
1108939,6707716,-31.426986565706827
1108939,6726181,-31.426986565706827
1108939,6170677,-31.4270122004881
1108939,1690948,-31.4270122004881
1108939,4847697,-31.427037835050328
1108939,8804355,-31.42711473742277
1108939,4421943,-31.427268536253933
1108939,631428,-31.42737106442783
1108939,7201778,-31.42737106442783
1108939,2834911,-31.454593422059475
1108939,6263838,-31.454747256379946
1108939,1353001,-31.454926719784417
1108939,6164667,-31.454977993071036
1108939,5438508,-31.45500362938573
1108939,8596289,-31.455029265481354
1108939,8330715,-31.455029265481354
1108939,7919417,-31.4550805370154
1108939,6164666,-31.4550805370154
1108939,110950,-31.455106172453828
1108939,6783945,-31.45510617245383
1108939,2067951,-31.455131807673204
1108939,7405170,-31.455157442673524
1108939,6179155,-31.455157442673524
1108939,4475223,-31.455208712017022
1108939,8088001,-31.455208712017026
1108939,3810768,-31.45525998048435
1108939,8550205,-31.45528561438946
1108939,8596281,-31.455362514790632
1108939,295140,-31.455362514790632
1108939,457353,-31.455362514790632
1112389,7651152,-41.30590826282775
1112389,7120135,-41.40249098602713
1112389,452841,-41.710142864624146
1112389,452836,-41.710142864624146
1112389,452837,-41.710142864624146
1112389,452838,-41.710142864624146
1112389,452842,-41.710142864624146
1112389,8138765,-41.85133474116448
1112389,6064417,-41.99840605667221
1112389,5892677,-42.07454666913148
1112389,4931198,-42.18021486526329
1112389,4790816,-42.18038578863409
1112389,2472193,-42.18041997243183
1112389,2086171,-42.18045415593743
1112389,4284834,-42.28653245773964
1112389,7817890,-42.29830555772865
1112389,6064420,-42.36298080763055
1112389,6064418,-42.36298080763055
1112389,6064419,-42.36298080763055
1112389,8138768,-42.402948170686
1112389,6780773,-42.403221672621996
1112389,6064416,-42.40441802375997
1112389,7651158,-42.40455472682384
1112389,4284840,-42.52162001926801
1112389,1394174,-42.52199599606027
1112389,6199112,-42.522611154592965
1112389,3570708,-42.53747091886613
1112389,2107820,-42.53764181740796
1112389,4337245,-42.58564578782083
1112389,4076,-42.585987630180426
1112389,8097877,-42.58632944332848
1112389,1449007,-42.65487795202695
1112389,4337251,-42.69059605408085
1112389,4337253,-42.69141651080463
1112389,1116794,-42.75004448887552
1112389,3394196,-42.767625473038635
1112389,6780774,-42.767693849691426
1112389,4790809,-42.767830599490594
1112389,3394193,-42.7880333068081
1112389,3394197,-42.78810167995455
1112389,1394173,-42.78892206656462
1112389,4355897,-42.78902460306121
1112389,5892681,-42.80858421969565
1112389,8138763,-42.80865259401084
1112389,7119576,-42.808652594010844
1112389,8060371,-42.8089602639666
1112389,4855805,-42.80909699857328
1112389,7198431,-42.94225235978181
1112389,2086170,-42.9909741508048
1112389,6832274,-43.09616372848317
1112389,1357130,-43.09633466646263
1112389,4284833,-43.096505597137444
1112389,1447482,-43.09705252621698
1112389,1015764,-43.097189246802834
1112389,4284831,-43.09725760534339
1112389,7198424,-43.09725760534339
1112389,7120208,-43.12450554342932
1112389,8258541,-43.125052495879494
1112389,8258542,-43.12529176406075
1112389,5892680,-43.214083515107504
1112389,7651153,-43.21422026140041
1112389,6780768,-43.214254447243206
1112389,190722,-43.21432281805229
1112389,2472196,-43.21452792346797
1112389,6064415,-43.214869742457935
1112389,8060368,-43.27848528527713
1112389,3570710,-43.2785536613455
1112389,7558109,-43.27865622325658
1112389,6496650,-43.28108275454481
1112389,6799747,-43.347649094743524
1112389,8487537,-43.34771746788998
1112389,1007615,-43.34788839564312
1112389,8240708,-43.34812768222733
1112389,6780771,-43.38387998911524
1112389,8138767,-43.38411929819581
1112389,5139660,-43.38463205516253
1112389,5139657,-43.38466623662336
1112389,5139659,-43.384700417792104
1112389,5139661,-43.384700417792104
1112389,5139658,-43.384700417792104
1112389,164786,-43.46084103025137
1112389,5290393,-43.46090940573534
1112389,7523036,-43.46090940573534
1112389,7523038,-43.46090940573534
1112389,7523034,-43.46094359303903
1112389,6766060,-43.46094359303903
1112389,4284835,-43.460977780050534
1112389,7936677,-43.460977780050534
1112389,4284837,-43.46104615319698
1112389,2622738,-43.46104615319698
1112389,392035,-43.46104615319698
1112389,4046104,-43.46108033933194
1112389,5054164,-43.46108033933194
1112389,2472195,-43.46108033933194
1112389,7198430,-43.46111452517473
1112389,3873935,-43.461148710725354
1112389,4069,-43.461148710725354
1112389,4553542,-43.461148710725354
1112389,5222231,-43.46118289598381
1112389,5054162,-43.46128545000629
792752,6571521,-9.724249807332226
792752,8803599,-10.283677586789622
792752,8803596,-10.57130837806671
792752,8803603,-10.571342565808699
792752,8803604,-10.976696559481702
792752,8803595,-10.976705107184292
792752,8803602,-10.976739297264045
792752,8803598,-10.976747844601336
792752,8666254,-10.976867499653059
792752,6348951,-10.97697004973177
792752,5080330,-10.977004230754469
792752,5080327,-10.977038410608866
1119729,4037446,-19.3513700460652
1119729,5875858,-19.939276335857876
1119729,2218824,-19.939413041257794
1119729,8721935,-20.008423000262738
1119729,5183625,-20.04422667924191
1119729,8537212,-20.121444087906877
1119729,2159307,-20.16212935716794
1119729,6178092,-20.16221481155027
1119729,5875857,-20.162283172427347
1119729,2218822,-20.162351530967896
1119729,2159303,-20.162419887172085
1119729,2787567,-20.16252241709803
1119729,2787566,-20.16253950490801
1119729,2159310,-20.249311639271156
1119729,2218829,-20.295900012862496
1119729,2203469,-20.296480961179267
1119729,3451057,-20.344057776768572
1119729,2109505,-20.344245808546077
1119729,8537204,-20.34455345878255
1119729,8537208,-20.344638908783633
1119729,5183620,-20.449572137922857
1119729,1765594,-20.449708879541078
1119729,3815397,-20.449913974440378
1119729,982588,-20.56723551699361
1119729,6098307,-20.567252611229858
1119729,6133909,-20.56737226679281
1119729,4594473,-20.567560282500807
1119729,2159309,-20.567577373961484
1119729,385220,-20.567577373961484
1119729,2218828,-20.56774828053551
1119729,3451055,-20.63170565972507
1119729,4469209,-20.63185950785141
1119729,330794,-20.631893694716815
1119729,4469208,-20.63191078793038
1119729,2868515,-20.631996251806953
1119729,8537209,-20.632098803638378
1119729,2787568,-20.632115895099055
1119729,2218823,-20.632150077582246
1119729,6178095,-20.63226971167287
1119729,5875859,-20.632303891527265
1119729,4594468,-20.700937845406205
1119729,5875856,-20.701228402721284
1119729,8721933,-20.701501829874736
1119729,7131007,-20.70186064629411
1119729,382386,-20.77545600385431
1119729,1557029,-20.775678152976404
1119729,5875851,-20.775814847864925
1119729,4103693,-20.854849211039284
1119729,4103696,-20.85488340053456
1119729,982580,-20.85488340053456
1119729,6083373,-20.85490049506303
1119729,8068924,-20.855020152671365
1119729,385216,-20.855122710638007
1119729,524482,-20.855122710638007
1119729,5823071,-20.855139803121162
1119729,528943,-20.855156895458236
1119729,4499246,-20.855173987649245
1119729,2159304,-20.85522526334585
1119729,5875854,-20.85527653772789
1119729,2190624,-20.855293628896455
1119729,8537205,-20.855396172840827
1119729,2218825,-20.855396172840827
1119729,382385,-20.855413262987078
1119729,8537211,-20.855498711527844
1119729,5875850,-20.855806296050112
1119729,1984597,-20.855925899479352
1119729,950837,-20.942322096908597
1119729,950841,-20.94233918778506
1119729,4406548,-20.942424639976707
1119729,2481122,-20.942834759681833
1119729,6840056,-21.037256240475593
1119729,6523930,-21.03727333456574
1119729,7372019,-21.037290428509785
